year,ΕΒΡΟΥ,ΞΑΝΘΗΣ,ΡΟΔΟΠΗΣ,ΔΡΑΜΑΣ,ΚΑΒΑΛΑΣ,ΗΜΑΘΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΙΛΚΙΣ,ΠΕΛΛΗΣ,ΠΙΕΡΙΑΣ,ΣΕΡΡΩΝ,ΧΑΛΚΙΔΙΚΗΣ,ΓΡΕΒΕΝΩΝ,ΚΑΣΤΟΡΙΑΣ,ΚΟΖΑΝΗΣ,ΦΛΩΡΙΝΗΣ,ΚΑΡΔΙΤΣΗΣ,ΛΑΡΙΣΗΣ,ΜΑΓΝΗΣΙΑΣ,ΤΡΙΚΑΛΩΝ,ΑΡΤΗΣ,ΘΕΣΠΡΩΤΙΑΣ,ΙΩΑΝΝΙΝΩΝ,ΠΡΕΒΕΖΗΣ,ΖΑΚΥΝΘΟΥ,ΚΕΡΚΥΡΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΛΕΥΚΑΔΟΣ,ΑΙΤΩΛΙΑΣ_ΚΑΙ_ΑΚΑΡΝΑΝΙΑΣ,ΑΧΑΪΑΣ,ΗΛΕΙΑΣ,ΒΟΙΩΤΙΑΣ,ΕΥΒΟΙΑΣ,ΕΥΡΥΤΑΝΙΑΣ,ΦΘΙΩΤΙΔΟΣ,ΦΩΚΙΔΟΣ,ΑΡΓΟΛΙΔΟΣ,ΑΡΚΑΔΙΑΣ,ΚΟΡΙΝΘΙΑΣ,ΛΑΚΩΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ATTIKH,ΛΕΣΒΟΥ,ΣΑΜΟΥ,ΧΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,ΚΥΚΛΑΔΩΝ,ΗΡΑΚΛΕΙΟΥ,ΛΑΣΙΘΙΟΥ,ΡΕΘΥΜΝΗΣ,ΧΑΝΙΩΝ
2002-12-31,144134.0,104099.0,106252.0,96234.0,138770.0,137751.0,1087329.0,80016.0,140526.0,118610.0,183282.0,104525.0,32091.0,50898.0,155647.0,49177.0,121182.0,287186.0,202938.0,134033.0,74370.0,42313.0,167249.0,58400.0,39794.0,106638.0,37716.0,23927.0,218881.0,320180.0,167285.0,119143.0,218267.0,19856.0,163628.0,41954.0,99037.0,93239.0,146790.0,89345.0,166226.0,3894259.0,103745.0,42315.0,53315.0,195604.0,120274.0,291398.0,74934.0,78679.0,144833.0
2003-12-31,144560.0,105221.0,106996.0,96442.0,138866.0,138295.0,1095721.0,80726.0,140779.0,119533.0,182954.0,104467.0,31761.0,51160.0,155214.0,49990.0,120423.0,287169.0,202751.0,133305.0,73812.0,42417.0,167821.0,58119.0,39971.0,106172.0,37626.0,23646.0,218094.0,319173.0,165848.0,118430.0,217109.0,19983.0,162671.0,40912.0,98746.0,92495.0,145936.0,88865.0,164883.0,3916875.0,103653.0,42489.0,53233.0,196799.0,120516.0,292471.0,74988.0,79385.0,146299.0
2004-12-31,144884.0,106219.0,107800.0,96556.0,139053.0,138761.0,1103632.0,80793.0,140864.0,120421.0,182487.0,104608.0,31541.0,51231.0,154746.0,50282.0,119438.0,287314.0,202984.0,132838.0,73277.0,42521.0,168343.0,57982.0,40050.0,105790.0,37603.0,23434.0,217203.0,318384.0,164628.0,118098.0,216263.0,20083.0,162153.0,40238.0,98624.0,91676.0,145415.0,88670.0,163829.0,3935254.0,103518.0,42560.0,53082.0,197927.0,120886.0,293742.0,74920.0,80129.0,147635.0
2005-12-31,145383.0,107300.0,108595.0,96778.0,139202.0,139248.0,1111060.0,80906.0,140999.0,121348.0,182078.0,104878.0,31468.0,51286.0,154248.0,50629.0,118526.0,287498.0,203130.0,132445.0,72719.0,42744.0,169129.0,57862.0,40231.0,105445.0,37688.0,23324.0,216479.0,317933.0,163563.0,117892.0,215611.0,20197.0,161798.0,39784.0,98490.0,91013.0,145034.0,88700.0,163013.0,3952793.0,103648.0,42578.0,52951.0,200432.0,121366.0,295371.0,74964.0,80979.0,149176.0
2006-12-31,145895.0,108294.0,109420.0,97005.0,139420.0,139769.0,1118880.0,80915.0,141175.0,122536.0,181760.0,105209.0,31329.0,51322.0,153823.0,50741.0,117707.0,287994.0,203671.0,132393.0,72210.0,42946.0,169940.0,57820.0,40392.0,105257.0,37813.0,23241.0,215850.0,317595.0,162606.0,117904.0,215291.0,20193.0,161718.0,39553.0,98441.0,90383.0,144923.0,88892.0,162468.0,3971441.0,104073.0,42378.0,52736.0,202759.0,121953.0,297286.0,74968.0,81774.0,150654.0
2007-12-31,146507.0,109224.0,110192.0,97460.0,139582.0,140622.0,1124921.0,80947.0,141412.0,123770.0,181655.0,105915.0,31377.0,51324.0,153410.0,50744.0,117343.0,288709.0,204494.0,132664.0,71918.0,43217.0,170693.0,57958.0,40599.0,105169.0,38059.0,23322.0,215664.0,317034.0,162203.0,118285.0,215433.0,20359.0,161422.0,39650.0,98541.0,90099.0,145283.0,89171.0,162405.0,3982602.0,103991.0,41959.0,52241.0,204598.0,122873.0,299140.0,75194.0,82666.0,151988.0
2008-12-31,147119.0,110001.0,110913.0,97696.0,139682.0,141289.0,1128970.0,80954.0,141790.0,124887.0,181367.0,106647.0,31394.0,51227.0,152955.0,51120.0,116847.0,289123.0,205062.0,132887.0,71566.0,43539.0,171207.0,58098.0,40685.0,105164.0,38272.0,23387.0,215247.0,316409.0,161893.0,118533.0,215410.0,20445.0,161376.0,39813.0,98650.0,89643.0,145719.0,89475.0,162405.0,3990727.0,103977.0,42226.0,52472.0,205642.0,123883.0,301083.0,75310.0,83465.0,153286.0
2009-12-31,147837.0,110939.0,111729.0,98167.0,139967.0,142044.0,1133889.0,80756.0,142102.0,126360.0,181287.0,107542.0,31423.0,51125.0,152638.0,51486.0,116608.0,289712.0,205963.0,133286.0,71204.0,43925.0,171730.0,58308.0,40855.0,105185.0,38603.0,23518.0,215037.0,316121.0,161832.0,119184.0,215907.0,20531.0,161531.0,40138.0,98725.0,89320.0,146583.0,89984.0,162558.0,3999457.0,104173.0,42551.0,52793.0,206641.0,125174.0,303484.0,75596.0,84508.0,154729.0
2010-12-31,147231.0,111854.0,112526.0,98460.0,140041.0,142835.0,1138290.0,81340.0,142344.0,127710.0,181033.0,108354.0,31513.0,51041.0,152129.0,51767.0,116344.0,290276.0,206779.0,133577.0,70782.0,44300.0,172314.0,58564.0,40937.0,105155.0,38901.0,23682.0,214810.0,315837.0,161622.0,119807.0,216571.0,20622.0,162078.0,40577.0,98855.0,89010.0,147474.0,90440.0,162692.0,4002871.0,104189.0,42884.0,53106.0,206328.0,126324.0,305833.0,75708.0,85449.0,156123.0
2011-12-31,147283.0,112534.0,113082.0,98690.0,139984.0,143287.0,1139647.0,81770.0,142285.0,128958.0,180267.0,109223.0,31605.0,50815.0,151573.0,51906.0,115968.0,290289.0,207639.0,133794.0,70232.0,44687.0,172675.0,58909.0,40950.0,105234.0,39200.0,23837.0,214270.0,315165.0,161469.0,120402.0,217067.0,20637.0,162537.0,41050.0,98996.0,88582.0,148193.0,90881.0,162950.0,3992912.0,104277.0,43192.0,53362.0,206698.0,127285.0,307717.0,75844.0,86284.0,157299.0
