;year;nomos;population_sarimax;population_sarimax_ci_lower;population_sarimax_ci_upper;births;births_sarimax_ci_lower;births_sarimax_ci_upper;deceases;deceases_ci_lower;deceases_ci_upper;weddings;weddings_ci_lower;weddings_ci_upper;gdp;gdp_ci_lower;gdp_ci_upper
1361;2029;????????;45617,82565;43923,76289;47311,8884;185,9186661;43,24110637;328,5962259;711,4738522;660,7943633;762,153341;124,6032378;81,68467144;167,5218043;15089,46007;6765,517271;23413,40288
1362;2030;????????;45148,65888;43320,79946;46976,5183;165,3691143;15,88719376;314,8510348;708,0989358;657,2568396;758,941032;117,2715922;74,35343321;160,1897512;15121,95204;6233,28987;24010,61421
1363;2002;???????;41954;41954;41954;267;267;267;539;539;539;134;134;134;10745,38551;10745,38551;10745,38551
1364;2003;???????;40912;40912;40912;236;236;236;524;524;524;106;106;106;12630,01442;12630,01442;12630,01442
1365;2004;???????;40238;40238;40238;228;228;228;502;502;502;96;96;96;13552,16167;13552,16167;13552,16167
1366;2005;???????;39784;39784;39784;262;262;262;451;451;451;122;122;122;13412,10705;13412,10705;13412,10705
1367;2006;???????;39553;39553;39553;261;261;261;478;478;478;119;119;119;13981,86105;13981,86105;13981,86105
1368;2007;???????;39650;39650;39650;285;285;285;503;503;503;154;154;154;14533,68705;14533,68705;14533,68705
1369;2008;???????;39813;39813;39813;293;293;293;533;533;533;94;94;94;15618,83196;15618,83196;15618,83196
1370;2009;???????;40138;40138;40138;261;261;261;474;474;474;117;117;117;15047,57405;15047,57405;15047,57405
1371;2010;???????;40577;40577;40577;257;257;257;471;471;471;127;127;127;14055,89451;14055,89451;14055,89451
1372;2011;???????;41050;41050;41050;229;229;229;491;491;491;111;111;111;12479,28268;12479,28268;12479,28268
1373;2012;???????;41386;41386;41386;198;198;198;503;503;503;111;111;111;11363,77266;11363,77266;11363,77266
1374;2013;???????;41611;41611;41611;225;225;225;448;448;448;114;114;114;10912,90696;10912,90696;10912,90696
1375;2014;???????;41947;41947;41947;219;219;219;440;440;440;112;112;112;10666,58645;10666,58645;10666,58645
1376;2015;???????;42153;42153;42153;207;207;207;467;467;467;101;101;101;10602,15307;10602,15307;10602,15307
1377;2016;???????;42318;42318;42318;227;227;227;438;438;438;104;104;104;10604,91319;10604,91319;10604,91319
1378;2017;???????;42430;42430;42430;187;187;187;469;469;469;106;106;106;10784,52343;10784,52343;10784,52343
1379;2018;???????;42454;42454;42454;183;183;183;435;435;435;114;114;114;11041,71746;11041,71746;11041,71746
1380;2019;???????;42436;42436;42436;146;146;146;499;499;499;94;94;94;11186,72441;11186,72441;11186,72441
1381;2020;???????;42338;42338;42338;175;175;175;493;493;493;65;65;65;11605,07277;10365,22744;12844,9181
1382;2021;???????;42197;42197;42197;174,9303298;146,9323381;202,9283214;486,4112132;438,4707456;534,3516807;104,9378099;74,04022724;135,8353926;12277,76908;9919,225834;14636,31232
1383;2022;???????;42229,65638;42019,62469;42439,68808;192,1887862;158,2864621;226,0911104;481,3534886;428,2293758;534,4776013;104,2960197;73,26672684;135,3253125;13142,41652;9783,514129;16501,31891
1384;2023;???????;42409,48979;42042,16806;42776,81152;217,8227431;163,8481969;271,7972893;481,7113104;427,4289107;535,9937102;96,41779077;63,98247475;128,8531068;14090,63436;9896,298129;18284,9706
1385;2024;???????;42407,47226;41861,32116;42953,62335;209,7200541;140,0611996;279,3789085;484,1482484;428,2208514;540,0756454;100,5814683;63,37136423;137,7915724;15163,8422;10100,53253;20227,15186
1386;2025;???????;42336,9964;41702,73932;42971,25348;207,0699482;132,3777041;281,7621923;483,5070154;427,501733;539,5122978;101,5927962;63,9999558;139,1856366;16382,33357;10417,81901;22346,84812
1387;2026;???????;42234,83814;41562,76829;42906,90799;188,4769613;109,3574188;267,5965039;482,4221046;425,9515343;538,892675;99,43412604;61,32108705;137,547165;17734,67382;10901,90809;24567,43956
1388;2027;???????;42178,98915;41476,66355;42881,31475;169,0518506;89,0662263;249,0374749;482,9462771;426,4758219;539,4167322;96,37740032;56,62399374;136,1308069;19174,60607;11570,41946;26778,79269
1389;2028;???????;42200,67496;41457,27277;42944,07715;171,4144435;90,98497453;251,8439124;483,3838236;426,7987002;539,968947;98,3265329;56,56657364;140,0864922;20680,40497;12395,52618;28965,28377
1390;2029;???????;42215,96264;41422,77704;43009,14825;174,9002083;92,29221363;257,5082029;483,0408922;426,4521913;539,629593;98,19742109;55,86854498;140,5262972;22242,49745;13356,8513;31128,14359
1391;2030;???????;42243,35586;41403,51963;43083,19209;189,3388038;103,4692548;275,2083527;482,8894732;426,2763906;539,5025557;96,33514898;53,19580443;139,4744935;23849,89516;14444,83015;33254,96016
1392;2002;??????????;104525;104525;104525;988;988;988;1008;1008;1008;496;496;496;11954,37535;11954,37535;11954,37535
1393;2003;??????????;104467;104467;104467;990;990;990;974;974;974;476;476;476;13280,00232;13280,00232;13280,00232
1394;2004;??????????;104608;104608;104608;981;981;981;974;974;974;402;402;402;14176,10036;14176,10036;14176,10036
1395;2005;??????????;104878;104878;104878;1021;1021;1021;990;990;990;497;497;497;14770,42455;14770,42455;14770,42455
1396;2006;??????????;105209;105209;105209;1127;1127;1127;1014;1014;1014;424;424;424;16105,63085;16105,63085;16105,63085
1397;2007;??????????;105915;105915;105915;1149;1149;1149;1048;1048;1048;477;477;477;16706,37035;16706,37035;16706,37035
1398;2008;??????????;106647;106647;106647;1229;1229;1229;1049;1049;1049;467;467;467;17362,00583;17362,00583;17362,00583
1399;2009;??????????;107542;107542;107542;1123;1123;1123;1028;1028;1028;515;515;515;16507,70561;16507,70561;16507,70561
1400;2010;??????????;108354;108354;108354;1024;1024;1024;974;974;974;434;434;434;15519,07608;15519,07608;15519,07608
1401;2011;??????????;109223;109223;109223;1035;1035;1035;982;982;982;414;414;414;14694,01627;14694,01627;14694,01627
1402;2012;??????????;109857;109857;109857;900;900;900;1144;1144;1144;415;415;415;14068,06556;14068,06556;14068,06556
1403;2013;??????????;110031;110031;110031;864;864;864;1113;1113;1113;406;406;406;13355,54832;13355,54832;13355,54832
1404;2014;??????????;110198;110198;110198;837;837;837;1111;1111;1111;400;400;400;13198,18414;13198,18414;13198,18414
1405;2015;??????????;110337;110337;110337;805;805;805;1153;1153;1153;418;418;418;13197,21451;13197,21451;13197,21451
1406;2016;??????????;110418;110418;110418;852;852;852;1134;1134;1134;383;383;383;13191,74761;13191,74761;13191,74761
1407;2017;??????????;110545;110545;110545;813;813;813;1180;1180;1180;396;396;396;13299,81353;13299,81353;13299,81353
1408;2018;??????????;110587;110587;110587;778;778;778;1153;1153;1153;370;370;370;13755,25723;13755,25723;13755,25723
1409;2019;??????????;110593;110593;110593;763;763;763;1233;1233;1233;383;383;383;14107,34639;14107,34639;14107,34639
1410;2020;??????????;110589;110589;110589;747;747;747;1386;1386;1386;301;301;301;14537,95057;13854,90844;15220,9927
1411;2021;??????????;110273;110273;110273;709,709279;619,1431266;800,2754314;1340,457478;1216,318615;1464,596341;325,2270985;250,2489385;400,2052584;14924,06825;13921,08027;15927,05622
1412;2022;??????????;110060,645;109902,414;110218,876;684,7793927;530,5521684;839,0066171;1346,278253;1184,621351;1507,935155;291,0294927;211,1270613;370,9319241;15204,82551;14000,38876;16409,26225
1413;2023;??????????;109732,2744;109430,7459;110033,8028;648,4142428;456,1975665;840,6309191;1359,797065;1185,940215;1533,653914;279,894094;185,0017176;374,7864704;15337,70204;14035,94244;16639,46163
1414;2024;??????????;109438,0797;109042,696;109833,4634;612,547432;366,816959;858,277905;1364,337809;1171,753948;1556,921671;261,1151712;156,3737678;365,8565747;15304,91355;13980,15033;16629,67678
1415;2025;??????????;109196,2675;108712,5463;109679,9886;574,1986174;290,8599752;857,5372596;1420,229144;1218,803683;1621,654604;243,7032835;128,8150402;358,5915269;15115,67407;13790,43004;16440,9181
1416;2026;??????????;108839,776;108267,9145;109411,6375;533,757088;213,7652054;853,7489706;1413,814443;1193,821441;1633,807446;226,2187358;101,8961976;350,5412739;14804,07341;13444,21465;16163,93217
1417;2027;??????????;108460,5757;107806,4119;109114,7395;491,7909195;136,0798351;847,5020039;1431,628038;1196,144433;1667,111644;208,5046654;75,35394243;341,6553884;14423,01521;12967,60392;15878,4265
1418;2028;??????????;108021,0822;107280,5857;108761,5786;448,1834278;62,71783661;833,6490189;1455,621979;1210,112974;1701,130984;191,0492285;49,55504829;332,5434087;14035,28172;12443,69551;15626,86793
1419;2029;??????????;107427,3959;106604,7094;108250,0824;402,8540878;-12,81943335;818,527609;1459,96695;1200,231568;1719,702332;173,7230969;24,42792304;323,0182708;13703,22729;11978,9505;15427,50409
1420;2030;??????????;106752,7502;105843,4004;107662,1001;356,1075252;-86,80889665;799,023947;1491,672475;1222,203588;1761,141361;156,7162454;0,125104733;313,3073861;13478,78657;11660,96653;15296,60662
1421;2002;??????;144833;144833;144833;1513;1513;1513;1481;1481;1481;760;760;760;13961,61494;13961,61494;13961,61494
1422;2003;??????;146299;146299;146299;1476;1476;1476;1470;1470;1470;800;800;800;15150,53876;15150,53876;15150,53876
1423;2004;??????;147635;147635;147635;1542;1542;1542;1363;1363;1363;624;624;624;16745,11092;16745,11092;16745,11092
1424;2005;??????;149176;149176;149176;1556;1556;1556;1464;1464;1464;767;767;767;16671,50195;16671,50195;16671,50195
1425;2006;??????;150654;150654;150654;1733;1733;1733;1550;1550;1550;831;831;831;18107,88208;18107,88208;18107,88208
1426;2007;??????;151988;151988;151988;1743;1743;1743;1528;1528;1528;834;834;834;18805,91283;18805,91283;18805,91283
1427;2008;??????;153286;153286;153286;1918;1918;1918;1476;1476;1476;766;766;766;19508,89209;19508,89209;19508,89209
1428;2009;??????;154729;154729;154729;1895;1895;1895;1402;1402;1402;861;861;861;19005,10426;19005,10426;19005,10426
1429;2010;??????;156123;156123;156123;1823;1823;1823;1426;1426;1426;899;899;899;17648,61005;17648,61005;17648,61005
1430;2011;??????;157299;157299;157299;1766;1766;1766;1575;1575;1575;840;840;840;16042,24533;16042,24533;16042,24533
1431;2012;??????;157886;157886;157886;1711;1711;1711;1546;1546;1546;765;765;765;14308,47475;14308,47475;14308,47475
1432;2013;??????;158096;158096;158096;1602;1602;1602;1505;1505;1505;724;724;724;13923,04945;13923,04945;13923,04945
1433;2014;??????;158342;158342;158342;1590;1590;1590;1510;1510;1510;806;806;806;14327,48736;14327,48736;14327,48736
1434;2015;??????;158585;158585;158585;1621;1621;1621;1627;1627;1627;809;809;809;14365,07193;14365,07193;14365,07193
1435;2016;??????;158765;158765;158765;1686;1686;1686;1549;1549;1549;795;795;795;14001,19769;14001,19769;14001,19769
1436;2017;??????;159089;159089;159089;1611;1611;1611;1654;1654;1654;783;783;783;14287,01992;14287,01992;14287,01992
1437;2018;??????;159272;159272;159272;1602;1602;1602;1522;1522;1522;779;779;779;14598,53287;14598,53287;14598,53287
1438;2019;??????;159576;159576;159576;1598;1598;1598;1668;1668;1668;734;734;734;15214,27157;15214,27157;15214,27157
1439;2020;??????;159893;159893;159893;1577;1577;1577;1659;1659;1659;461;461;461;15738,76054;14584,58152;16892,93957
1440;2021;??????;160023;160023;160023;753,1046326;611,2105814;894,9986838;1616,572711;1521,64311;1711,502312;781,9269296;645,4447093;918,40915;16191,66039;14278,48159;18104,83919
1441;2022;??????;160321,4053;160117,996;160524,8145;1562,455238;1419,925065;1704,985411;1627,542291;1530,586521;1724,498061;777,4967422;636,9319928;918,0614916;16471,52173;13874,36603;19068,67743
1442;2023;??????;160518,195;160157,7876;160878,6025;1503,408818;1334,359494;1672,458141;1630,493514;1533,085243;1727,901786;774,6719467;629,0499937;920,2938996;16568,49562;13517,17716;19619,81409
1443;2024;??????;160789,585;160262,2677;161316,9024;1558,660421;1385,875252;1731,44559;1687,705043;1585,06131;1790,348777;769,0147893;622,3397574;915,6898212;16486,07981;13198,39715;19773,76248
1444;2025;??????;160999,7977;160319,9921;161679,6032;1468,471082;1292,547588;1644,394576;1694,849661;1592,1581;1797,541221;774,163771;627,6629918;920,6645502;16264,13985;12905,90107;19622,37864
1445;2026;??????;161189,76;160336,3814;162043,1386;1536,788146;1357,972257;1715,604036;1665,419069;1551,700714;1779,137424;771,6980442;623,1411596;920,2549289;15957,79306;12597,83423;19317,75188
1446;2027;??????;161396,9202;160376,3551;162417,4854;1458,097594;1276,614691;1639,580496;1684,815418;1571,02882;1798,602016;774,3748414;625,922332;922,8273508;15629,76062;12244,76467;19014,75658
1447;2028;??????;161588,953;160403,0268;162774,8791;1516,667833;1332,722228;1700,613439;1713,911629;1598,572326;1829,250932;771,4824662;622,0265115;920,9384209;15337,53489;11861,4825;18813,58728
1448;2029;??????;161738,3759;160381,4782;163095,2735;1441,071874;1254,849379;1627,29437;1728,629321;1613,23673;1844,021912;773,8688117;624,6050601;923,1325634;15125,01432;11511,5329;18738,49575
1449;2030;??????;161861,7942;160340,9914;163382,597;1495,066085;1306,73615;1683,396021;1729,465088;1613,502831;1845,427345;771,7956931;621,6541284;921,9372578;15016,83279;11269,49619;18764,16939
1450;2002;????;53315;53315;53315;424;424;424;641;641;641;267;267;267;10781,74355;10781,74355;10781,74355
1451;2003;????;53233;53233;53233;432;432;432;699;699;699;282;282;282;12381,99927;12381,99927;12381,99927
1452;2004;????;53082;53082;53082;457;457;457;625;625;625;241;241;241;13609,05322;13609,05322;13609,05322
1453;2005;????;52951;52951;52951;419;419;419;614;614;614;271;271;271;13239,01862;13239,01862;13239,01862
1454;2006;????;52736;52736;52736;460;460;460;598;598;598;303;303;303;14414,29094;14414,29094;14414,29094
1455;2007;????;52241;52241;52241;495;495;495;561;561;561;321;321;321;16418,57875;16418,57875;16418,57875
1456;2008;????;52472;52472;52472;561;561;561;562;562;562;228;228;228;17094,95006;17094,95006;17094,95006
1457;2009;????;52793;52793;52793;511;511;511;632;632;632;294;294;294;16631,60489;16631,60489;16631,60489
1458;2010;????;53106;53106;53106;559;559;559;654;654;654;283;283;283;15597,93675;15597,93675;15597,93675
1459;2011;????;53362;53362;53362;488;488;488;571;571;571;281;281;281;14268,5629;14268,5629;14268,5629
1460;2012;????;53466;53466;53466;508;508;508;576;576;576;269;269;269;13770,23615;13770,23615;13770,23615
1461;2013;????;53431;53431;53431;453;453;453;543;543;543;259;259;259;12731,63598;12731,63598;12731,63598
1462;2014;????;53420;53420;53420;432;432;432;562;562;562;278;278;278;12568,0251;12568,0251;12568,0251
1463;2015;????;53332;53332;53332;461;461;461;629;629;629;244;244;244;12197,25849;12197,25849;12197,25849
1464;2016;????;53199;53199;53199;463;463;463;614;614;614;251;251;251;11884,00071;11884,00071;11884,00071
1465;2017;????;53993;53993;53993;491;491;491;619;619;619;230;230;230;11380,65851;11380,65851;11380,65851
1466;2018;????;56340;56340;56340;474;474;474;567;567;567;224;224;224;11001,78271;11001,78271;11001,78271
1467;2019;????;58055;58055;58055;462;462;462;644;644;644;217;217;217;10943,15884;10943,15884;10943,15884
1468;2020;????;59441;59441;59441;571;571;571;605;605;605;190;190;190;11129,78595;9788,607382;12470,96452
1469;2021;????;59370;59370;59370;541,7141367;471,1686924;612,2595811;602,0035025;528,6414015;675,3656035;217,1732185;170,6679718;263,6784652;11121,0757;8968,208642;13273,94277
1470;2022;????;60058,85214;54492,96699;65624,73729;546,9607653;449,1418267;644,7797039;606,5370576;530,3494699;682,7246452;215,0860906;165,9388271;264,2333541;10925,26295;8029,356341;13821,16956
1471;2023;????;58810,10277;52845,4092;64774,79633;515,8703341;402,6416131;629,0990551;608,2759561;531,9539692;684,597943;216,266259;152,883932;279,648586;10894,31815;7137,633471;14651,00282
1472;2024;????;58690,24143;52275,26702;65105,21583;512,904487;391,9088631;633,9001109;608,1311986;531,6914108;684,5709863;217,7489353;142,948271;292,5495996;11043,34711;6469,296596;15617,39763
1473;2025;????;57786,87703;51188,09153;64385,66252;494,110213;367,8754958;620,3449302;607,8411731;531,3991903;684,283156;217,2842654;138,400122;296,1684089;11075,88254;5884,235915;16267,52917
1474;2026;????;58116,99672;51506,67338;64727,32006;498,1158679;368,8238214;627,4079143;607,778048;531,3348095;684,2212865;216,2959439;134,2259955;298,3658922;10951,24851;5242,5303;16659,96672
1475;2027;????;57490,68652;50860,25408;64121,11895;483,3267241;351,4409052;615,212543;607,8012087;531,3576838;684,2447337;216,4085818;128,5845977;304,2325658;10911,59268;4657,288034;17165,89732
1476;2028;????;57962,81521;51271,73467;64653,89575;491,279637;357,6380154;624,9212587;607,8169101;531,3733851;684,2604351;217,0331167;122,7824351;311,2837983;11011,0414;4210,292433;17811,79036
1477;2029;????;57514,01235;50777,17219;64250,85251;479,7857223;344,3724448;615,1989999;607,8181403;531,3746093;684,2616714;217,0727263;118,3214899;315,8239628;11052,16948;3789,885531;18314,45343
1478;2030;????;58181,73502;51433,50128;64929,96877;489,158475;352,4206337;625,8963164;607,8162545;531,372723;684,2597861;216,6973304;114,3641494;319,0305114;10972,60417;3308,300298;18636,90803
1479;2002;??????;3168,144;3168,144;3168,144;25,116;25,116;25,116;36,204;36,204;36,204;14,616;14,616;14,616;14695,62656;14695,62656;14695,62656
1480;2003;??????;3160,584;3160,584;3160,584;29,064;29,064;29,064;38,892;38,892;38,892;14,196;14,196;14,196;16826,45827;16826,45827;16826,45827
1481;2004;??????;3158,652;3158,652;3158,652;28,308;28,308;28,308;36,456;36,456;36,456;10,416;10,416;10,416;18726,45159;18726,45159;18726,45159
1482;2005;??????;3165,792;3165,792;3165,792;31,164;31,164;31,164;36,12;36,12;36,12;14,784;14,784;14,784;19527,52796;19527,52796;19527,52796
1483;2006;??????;3176,292;3176,292;3176,292;30,744;30,744;30,744;36,54;36,54;36,54;16,044;16,044;16,044;21080,3529;21080,3529;21080,3529
1484;2007;??????;3196,956;3196,956;3196,956;32,172;32,172;32,172;36,372;36,372;36,372;14,028;14,028;14,028;22882,93683;22882,93683;22882,93683
1485;2008;??????;3214,848;3214,848;3214,848;35,196;35,196;35,196;36,96;36,96;36,96;11,844;11,844;11,844;23419,50553;23419,50553;23419,50553
